aerobe	anaerobe	facultative	MeanDecreaseAccuracy	MeanDecreaseGini
Fe-S_biosyn	0.00424260483774756	0.00557502921270911	0.00178592420099653	0.00425848968001743	2.69860733952235
NRDD	0.00419554378363969	0.00414464551713011	0.000727207511498942	0.00365060741332772	3.12534938194315
COX1	0.00409852376225016	0.00636452682771242	0.000136177945795589	0.00420966964830889	3.39009262408242
adh_short	0.00396716836508932	0.00380644396775924	0.000596853803849934	0.00338571754762114	2.32512599500835
Abhydrolase_1	0.00390449729088833	0.00194324248768606	0.000435412414539983	0.00275107756894501	1.57800883790125
Gly_radical	0.00377433117839859	0.000686015960894911	0.000587930335211638	0.00230337292667894	1.43237794944499
PFL-like	0.00353200688111977	0.000752098245597247	0.000740926837594605	0.00222336587523849	1.45989021939939
Acyl-CoA_dh_N	0.00327547309686778	0.00209381535908455	-0.000326791042506924	0.00232958083998391	1.42791992408807
E3_binding	0.00319464453325367	0.00488194162682005	0.000644844735326193	0.00332505088025987	3.52775207435708
2-oxoacid_dh	0.00312366212146043	0.00688539531532024	0.00171771363427552	0.0040798496492327	4.37690960145251
ADH_N	0.00304674150829766	0.00101029825041869	-0.000316899987858685	0.00187132281616479	1.00261459929104
Bac_luciferase	0.00304617146030778	0.004836461634903	0.000482682989311782	0.00319984605693322	2.15819493488897
Cytochrome_CBB3	0.00295680300991221	0.00553679720144927	0.000673031908223063	0.00342284977804149	2.39258245789583
Biotin_lipoyl	0.00292542766909887	0.00425150780819688	0.00100513570444571	0.00302866102981445	3.2260021302998
FA_desaturase	0.00280546167672553	0.00517853440370012	-0.000524363136734866	0.00305133983706983	2.35129530101747
Rieske	0.00267468953063786	0.00408154723233615	0.000762689724054941	0.00281199486837557	2.05252283338966
Glyoxalase	0.00259962717099632	0.00731657838032725	0.000133536919544577	0.00369523387288651	2.84015400928511
COX3	0.00253112841495255	0.00656031551373447	0.000535476131958147	0.00347036378723028	2.56317456434539
POR_N	0.00251425094734888	0.00338936279965186	0.000192705837431287	0.00241649082197961	2.38692654167719
adh_short_C2	0.00249144386516204	0.00308525595185751	-0.000104340117376626	0.00229673581687092	1.73659184635155
GMC_oxred_C	0.00248862021809471	0.00210822520950732	-6.56223555277182e-05	0.00196156140608948	1.52582979238332
Cytochrom_C_asm	0.00245670001477392	0.00271320127452429	0.00145348775052527	0.00236875808852544	2.05286095210842
Fe_hyd_lg_C	0.00243872244410108	0.00328795099012886	0.000444510439689854	0.00240340097651291	2.81773058604697
Thiolase_N	0.00240530996945533	0.00308988622675897	-5.55853134345347e-05	0.00221730686368153	1.80629737115413
GMC_oxred_N	0.00234030351918167	0.00186514511047894	0.000161121211572901	0.00185290649553587	1.16900428316499
