aerobe	anaerobe	facultative	MeanDecreaseAccuracy	MeanDecreaseGini
NRDD	0.00497111972197258	0.0059914726748689	0.00168859197692663	0.00478875107258193	3.78704564829619
Abhydrolase_1	0.00439210314877213	0.00352739319125574	0.00015396873046819	0.00345768576076106	2.75581863895939
E3_binding	0.00432628642965118	0.0072081538694424	0.00150086129408184	0.00480860344835908	5.34315551376387
GMC_oxred_C	0.00399399839766313	0.00399168505796421	0.000412980327756149	0.00343961052810252	2.32123185330872
adh_short	0.00384438746663352	0.00347546063083782	0.000846279132631173	0.00326140088059236	2.34537321422067
Fe-S_biosyn	0.00377233384052037	0.00489089301523662	0.00139184316636936	0.00374259768335781	2.57902056709478
Acyl-CoA_dh_M	0.00340743535134164	0.00168714337623024	8.36495853823981e-06	0.00235846473328421	1.27218150854207
FAD_binding_3	0.00339146281542132	0.00800841957920318	0.00183573862538469	0.00457215310803779	4.03832003417918
adh_short_C2	0.0033795884570489	0.00382118339531268	-4.03864600201406e-07	0.00298736628617819	2.14421048564247
Acyl-CoA_dh_N	0.0032230734659118	0.00222656805561927	0.00018700816704703	0.00244264975217125	1.37518474290827
COX1	0.00318883514100992	0.00675472874761976	0.000150832191081584	0.00381426851673764	3.03903903713042
POR_N	0.00317851685638446	0.00410430619765534	-0.00049790702663865	0.00290444590221503	3.05674293212575
Gly_radical	0.00317649268014425	0.000623407180186785	-0.000375118666582775	0.00181379264938704	1.22168063523621
Biotin_lipoyl	0.00317331505559954	0.0032902162391622	0.00152023665049459	0.00295495704694015	2.9022552413249
Glyoxalase	0.00314821115091609	0.00615148164621128	-0.00027118099805491	0.00357012336967111	2.91734335512295
COX3	0.0031255457726221	0.00710981435962341	0.000619805394691277	0.00399175612749868	3.02927943700554
Bac_luciferase	0.00305190740402524	0.00398465805502279	-0.000290368315988042	0.00281540036370131	1.93115460951842
Fe_hyd_lg_C	0.00299583786964506	0.00471426745581589	0.000314314486006622	0.00310807471617512	3.86090086745916
2-oxoacid_dh	0.00292545892665248	0.00652405092882147	0.00202741617666411	0.0039113544831249	3.94018713999498
GMC_oxred_N	0.00281664257167074	0.00306789410737542	0.000499125208640041	0.00252027998466084	1.65001792002792
Rieske	0.00278489470971006	0.00331380389689522	0.000321958808255975	0.00254838134789184	1.65844946344071
